customer_id,signup_date,country,revenue ,score,email,notes,plan,age,last_login ,channel,is_active
CUST-000220-2694,"Sep 09, 2024",PL,920.86,74.5,,follow up next quarter,trial,40,2025-07-06 14:02:00,email,true
CUST-000221-8227,09/02/2024,PL,2694.48,57.4,,expansion opportunity,pro,27,2024-12-09 10:53:00,organic,true
CUST-000222-6055,"Dec 11, 2024",UA,1882.23,63.1,,champion in finance team,pro,56,2025-04-27 22:01:00,email,true
CUST-000223-5345,2023-11-20,US,4589.80,70.4,,needs onboarding call,enterprise,47,2023-11-24 07:33:00,paid,false
CUST-000224-9675,"May 26, 2023",pl ,4797.71,65.4,,high-value lead,pro,74,2023-08-14 21:25:00,social,true
CUST-000225-4315,"Oct 22, 2024",US,4747.14,68.8,kasia225@mail.test,renewal at risk,free,55,2025-02-03 09:53:00,paid,true
CUST-000226-3858,"Mar 16, 2024",UA,3752.73,66.6,anna226@corp.io,high-value lead,pro,73,2024-04-02 08:47:00,email,true
CUST-000227-6378,25/09/2023,US,958.98,71.3,,high-value lead,pro,73,2025-01-07 11:05:00,social,true
CUST-000228-2745,24/01/2024,DE,2563.44,78.1,maria228@biz.dev,expansion opportunity,free,37,2024-03-30 22:11:00,paid,false
CUST-000229-5895,2024-03-15,DE,3751.54,61.5,,high-value lead,trial,73,2024-10-31 18:29:00,email,true
CUST-000230-9805,"Jan 08, 2024",US,614.71,57.9,,champion in finance team,pro,69,2025-08-12 11:52:00,social,true
CUST-000231-9495,"Jul 07, 2023",US,4109.87,72.8,,high-value lead,pro,57,2024-01-05 15:28:00,paid,false
CUST-000232-4296,14/08/2023,DE,2353.39,70.0,,needs onboarding call,pro,52,2023-09-03 02:51:00,social,false
CUST-000233-9838,2024-10-25,DE,1815.92,64.7,,champion in finance team,trial,54,2026-02-07 22:03:00,paid,true
CUST-000234-3700,"May 15, 2024",UA,3528.45,84.8,,follow up next quarter,enterprise,41,2024-06-30 08:29:00,email,false
CUST-000235-6275,10/10/2024,DE,2897.99,55.1,ivan235@biz.dev,high-value lead,enterprise,27,2026-05-11 22:52:00,organic,true
CUST-000236-3439,"May 28, 2023",UA,69.95,82.1,,follow up next quarter,trial,23,2023-06-02 01:38:00,organic,true
CUST-000237-7833,"Aug 14, 2023",US,328.87,74.7,,champion in finance team,pro,42,2024-05-03 04:11:00,email,true
CUST-000238-8335,07/04/2023,US,3215.30,58.2,piotr238@corp.io,high-value lead,enterprise,19,2024-03-25 05:49:00,referral,true
CUST-000239-2262,"Apr 16, 2023",DE,4114.09,66.8,,expansion opportunity,enterprise,44,2023-06-06 19:34:00,referral,false
CUST-000240-5491,"Jan 02, 2024",UA,3648.38,67.6,maria240@corp.io,champion in finance team,pro,72,2024-03-09 22:46:00,paid,true
CUST-000241-7408,2023-02-12,US,1780.39,75.6,ivan241@corp.io,follow up next quarter,trial,75,2024-02-13 08:04:00,email,true
CUST-000242-4973,16/11/2023,poland,1789.22,72.8,,follow up next quarter,enterprise,34,2023-12-25 08:29:00,email,true
CUST-000243-5647,2023-01-11,UA,1628.34,76.7,,renewal at risk,free,42,2023-12-14 17:23:00,organic,false
CUST-000244-1849,2023-10-14,DE,3443.06,70.5,,renewal at risk,free,20,2024-04-14 11:10:00,organic,true
CUST-000245-1104,"Jun 24, 2023",UA,1709.87,58.2,,expansion opportunity,trial,28,2024-08-28 15:08:00,organic,true
CUST-000246-3348,"Jan 24, 2023",DE,N/A,71.8,,renewal at risk,enterprise,41,2023-10-01 15:09:00,paid,true
CUST-000247-3625,2023-09-23,UA,848.50,77.4,piotr247@corp.io,renewal at risk,enterprise,26,2024-02-28 12:02:00,social,true
CUST-000248-6735,19/09/2023,US,4229.96,58.2,,renewal at risk,trial,48,2024-11-28 04:04:00,social,false
CUST-000249-1747,2023-03-13,DE,4265.62,88.3,,high-value lead,enterprise,67,2023-11-26 12:56:00,paid,true
CUST-000250-7659,2024-12-21,PL,870.56,76.5,anna250@example.com,expansion opportunity,pro,48,2026-05-14 13:22:00,organic,true
CUST-000251-7923,"Jan 29, 2023",PL,2709.55,66.4,,high-value lead,trial,67,2023-11-26 06:55:00,organic,false
CUST-000252-7394,2024-03-23,poland,3778.69,68.0,,expansion opportunity,trial,31,2025-06-27 14:59:00,social,true
CUST-000253-1778,2024-10-29,DE,99.79,74.6,,needs onboarding call,enterprise,48,2025-10-17 17:50:00,social,false
CUST-000254-9719,"May 19, 2024",DE,4797.43,64.8,,expansion opportunity,free,48,2025-10-24 00:13:00,organic,true
CUST-000255-2623,08/04/2023,PL,3534.48,57.4,,follow up next quarter,pro,71,2024-02-12 12:20:00,email,true
CUST-000256-8637,"Jul 20, 2023",PL,4240.20,84.0,,needs onboarding call,trial,52,2023-09-19 19:30:00,organic,true
CUST-000257-9473,"Jul 17, 2023",UA,2296.61,81.6,maria257@mail.test,needs onboarding call,trial,45,2024-06-15 14:42:00,organic,true
CUST-000258-7114,"Jul 11, 2023",DE,1297.77,75.0,,needs onboarding call,free,47,2025-02-26 11:40:00,organic,true
CUST-000259-3841,"Jul 07, 2023",UA,3219.42,74.6,alex259@example.com,follow up next quarter,pro,74,2024-04-26 00:08:00,organic,true
CUST-000260-7217,"Jun 17, 2024",DE,N/A,81.2,alex260@example.com,renewal at risk,pro,30,2024-08-08 04:25:00,paid,true
CUST-000261-6394,16/06/2023,US,3214.41,54.4,kasia261@biz.dev,follow up next quarter,free,60,2024-09-29 18:11:00,paid,false
CUST-000262-3530,2024-01-03,PL,4833.12,53.8,,high-value lead,pro,54,2024-12-11 09:01:00,social,true
CUST-000263-7721,2024-02-13,US,4074.57,62.3,kasia263@biz.dev,follow up next quarter,free,69,2024-09-19 19:30:00,organic,true
CUST-000264-3386,2024-06-26,US,1078.43,65.4,,high-value lead,pro,60,2025-02-09 05:35:00,paid,false
CUST-000265-7897,"Dec 20, 2024",PL,2055.03,68.3,maria265@mail.test,needs onboarding call,free,75,2026-05-20 02:04:00,social,true
CUST-000266-8116,"Jun 28, 2024",DE,2907.99,75.6,,needs onboarding call,free,29,2025-10-18 14:10:00,referral,true
CUST-000267-7005,2024-08-11,US,458.97,85.5,,needs onboarding call,free,40,2025-01-27 04:35:00,email,true
CUST-000268-7846,2023-02-14,PL,2221.45,80.0,alex268@corp.io,high-value lead,trial,50,2024-02-08 08:39:00,organic,true
CUST-000269-7215,18/03/2024,US,948.69,72.5,,high-value lead,pro,46,2024-10-16 13:21:00,email,true
CUST-000270-6281,"Feb 04, 2024",US,,61.7,,champion in finance team,pro,68,2024-12-21 05:14:00,social,true
CUST-000271-5553,2024-08-23,pl ,489.44,72.1,,needs onboarding call,trial,56,2024-08-29 09:25:00,referral,true
CUST-000272-1164,05/07/2024,DE,3428.82,69.5,,champion in finance team,free,34,2024-07-27 02:10:00,referral,true
CUST-000273-6823,2023-11-01,PL,4364.12,68.1,,renewal at risk,enterprise,46,2024-11-28 23:16:00,social,false
CUST-000274-1080,2023-01-28,US,1504.02,72.2,kasia274@corp.io,high-value lead,pro,72,2023-07-04 10:18:00,organic,true
CUST-000275-8709,2024-04-30,PL,1701.27,61.9,,renewal at risk,enterprise,28,2025-11-16 05:32:00,email,false
CUST-000276-5802,24/03/2023,PL,2094.98,70.1,,champion in finance team,pro,34,2023-08-24 11:57:00,referral,true
CUST-000277-4791,"Jan 23, 2024",UA,4503.42,69.0,,needs onboarding call,enterprise,34,2025-07-05 10:27:00,paid,true
CUST-000278-8087,"Aug 17, 2023",DE,N/A,71.4,ivan278@mail.test,expansion opportunity,enterprise,51,2023-10-26 15:01:00,organic,false
CUST-000279-1781,2023-07-15,DE,2629.28,63.5,,champion in finance team,free,72,2025-01-15 00:49:00,email,true
CUST-000280-2467,02/08/2023,POL,2543.99,33.6,,renewal at risk,trial,61,2024-02-28 21:03:00,organic,false
CUST-000281-3510,2023-12-28,DE,136.22,65.9,,renewal at risk,pro,64,2024-05-27 17:29:00,organic,true
CUST-000282-2024,2023-12-06,DE,4767.52,59.3,,needs onboarding call,trial,68,2024-10-22 21:40:00,referral,true
CUST-000283-5685,17/03/2024,PL,1231.25,59.3,,renewal at risk,pro,71,2024-09-01 02:51:00,referral,false
CUST-000284-2110,"Jul 12, 2023",UA,2355.14,78.1,,renewal at risk,pro,69,2024-07-06 19:42:00,referral,true
CUST-000285-8153,04/12/2023,UA,1109.14,64.2,,high-value lead,pro,47,2025-02-14 07:36:00,paid,false
CUST-000286-4106,11/06/2023,PL,4765.45,57.6,,expansion opportunity,enterprise,26,2024-01-20 16:11:00,social,true
CUST-000287-2089,2023-06-28,US,2071.49,51.1,tom287@biz.dev,champion in finance team,free,63,2024-01-19 18:16:00,referral,true
CUST-000288-5792,"Aug 02, 2024",DE,1159.22,73.5,,high-value lead,free,49,2025-12-06 11:05:00,organic,true
CUST-000289-5760,2023-03-21,PL,4991.96,72.3,,champion in finance team,free,56,2024-02-05 00:19:00,paid,true
CUST-000290-9979,2024-08-04,PL,389.06,58.3,piotr290@corp.io,renewal at risk,pro,39,2024-12-14 18:35:00,organic,true
CUST-000291-5827,"Jun 05, 2023",US,N/A,74.4,,champion in finance team,trial,72,2024-02-29 15:02:00,email,true
CUST-000292-2473,"Apr 09, 2023",PL,436.32,61.8,tom292@corp.io,champion in finance team,pro,65,2023-11-14 03:34:00,email,false
CUST-000293-1412,20/06/2023,PL,3028.42,78.9,anna293@example.com,follow up next quarter,enterprise,68,2023-12-18 17:50:00,email,false
CUST-000294-7987,2024-10-27,PL,N/A,74.2,,renewal at risk,enterprise,37,2025-05-18 01:56:00,social,true
CUST-000295-2622,"Sep 15, 2023",PL,733.42,78.6,kasia295@corp.io,expansion opportunity,trial,31,2024-08-25 03:52:00,email,true
CUST-000296-6655,2023-09-18,UA,1532.85,74.7,,expansion opportunity,free,21,2024-05-20 04:25:00,referral,true
CUST-000297-3274,2024-11-01,DE,1705.85,68.2,lena297@corp.io,champion in finance team,trial,23,2026-05-01 08:11:00,paid,true
CUST-000298-2374,"Mar 16, 2024",US,3558.63,62.6,,follow up next quarter,free,26,2024-03-16 22:49:00,organic,true
CUST-000299-7798,2023-07-16,US,N/A,89.1,lena299@mail.test,high-value lead,enterprise,30,2024-11-05 02:08:00,paid,true
CUST-000300-1109,2023-05-18,US,2414.24,58.5,,champion in finance team,enterprise,59,2024-08-03 07:17:00,referral,true
CUST-000301-8326,12/12/2023,PL,3531.01,66.4,,renewal at risk,free,19,2025-02-19 22:41:00,referral,false
CUST-000302-4931,2023-02-02,PL,2499.85,64.4,,renewal at risk,free,63,2023-08-28 16:58:00,paid,false
CUST-000303-3946,11/01/2024,PL,4946.44,54.2,kasia303@mail.test,high-value lead,enterprise,42,2025-02-21 12:35:00,paid,false
CUST-000304-7705,09/03/2023,US,3549.05,77.8,anna304@corp.io,needs onboarding call,free,27,2023-09-16 12:59:00,referral,true
CUST-000305-8580,19/08/2023,PL,298.25,64.2,,champion in finance team,pro,36,2025-02-02 05:36:00,organic,true
CUST-000306-3381,25/06/2023,pl ,2446.39,70.9,,needs onboarding call,pro,27,2024-01-15 01:05:00,email,true
CUST-000307-1544,2023-08-27,PL,140.18,62.4,,high-value lead,free,45,2023-09-21 14:51:00,paid,true
CUST-000308-3684,2024-10-17,DE,2348.86,58.9,,high-value lead,free,47,2025-04-02 23:42:00,paid,true
CUST-000309-3713,"Jan 15, 2024",UA,4546.77,65.8,,renewal at risk,enterprise,52,2024-07-09 19:24:00,social,true
CUST-000310-3786,17/03/2024,PL,4346.08,74.7,,expansion opportunity,enterprise,33,2024-11-07 09:02:00,social,true
CUST-000311-9420,27/10/2023,DE,677.22,71.6,piotr311@corp.io,follow up next quarter,enterprise,41,2024-07-20 16:12:00,organic,true
CUST-000312-5286,2023-02-12,US,614.92,78.2,maria312@corp.io,follow up next quarter,pro,21,2024-01-22 09:24:00,organic,true
CUST-000313-7984,2024-04-24,PL,487.14,84.0,,champion in finance team,trial,24,2025-09-30 09:10:00,paid,true
CUST-000314-3472,20/10/2023,DE,3736.34,65.8,alex314@corp.io,follow up next quarter,pro,29,2023-11-05 09:03:00,organic,true
CUST-000315-6932,"Oct 08, 2024",PL,825.22,57.7,ivan315@biz.dev,high-value lead,pro,30,2026-04-24 07:12:00,referral,false
CUST-000316-2030,"Apr 15, 2024",US,2399.90,60.7,,high-value lead,trial,40,2024-08-15 11:20:00,paid,true
CUST-000317-8306,20/08/2023,UA,159.11,67.5,,high-value lead,enterprise,54,2024-02-04 14:45:00,organic,true
CUST-000318-7749,29/05/2023,US,3885.91,70.8,ivan318@example.com,follow up next quarter,pro,33,2023-07-21 09:17:00,organic,false
CUST-000319-7339,05/01/2023,DE,1118.74,60.4,,expansion opportunity,pro,61,2023-09-30 17:42:00,referral,true
CUST-000320-1099,"Jul 23, 2023",DE,3328.06,79.6,,renewal at risk,pro,64,2024-09-05 16:08:00,paid,true
CUST-000321-8612,19/02/2023,PL,1220.49,65.2,,follow up next quarter,trial,46,2023-08-16 09:57:00,referral,false
CUST-000322-1653,16/03/2023,UA,4231.71,79.9,,renewal at risk,enterprise,53,2023-03-22 10:31:00,referral,true
CUST-000323-6423,2023-04-14,UA,3668.57,84.0,,follow up next quarter,free,20,2024-04-07 02:51:00,organic,true
CUST-000324-5075,17/11/2023,UA,N/A,75.1,piotr324@biz.dev,needs onboarding call,pro,73,2023-12-20 10:06:00,referral,true
CUST-000325-8528,18/04/2023,US,2360.79,67.3,kasia325@mail.test,follow up next quarter,pro,60,2023-11-26 10:58:00,organic,false
CUST-000326-2389,"Oct 15, 2024",UA,129.33,63.0,,renewal at risk,enterprise,30,2025-10-30 07:35:00,social,true
CUST-000327-7719,"Apr 06, 2024",DE,3114.48,79.2,,champion in finance team,pro,54,2024-04-30 23:57:00,organic,true
CUST-000328-4249,16/11/2024,PL,116.35,71.5,,renewal at risk,free,35,2025-07-03 21:21:00,referral,true
CUST-000329-7190,29/10/2023,DE,759.44,71.7,,renewal at risk,trial,39,2025-03-03 08:09:00,social,true
CUST-000330-1654,11/02/2023,PL,2799.47,80.0,,expansion opportunity,pro,67,2023-08-25 06:03:00,referral,true
CUST-000331-2294,03/04/2024,US,4799.40,72.4,,expansion opportunity,trial,62,2025-07-01 23:56:00,referral,true
CUST-000332-6725,"Mar 01, 2024",US,2583.44,62.5,,follow up next quarter,trial,46,2024-06-18 18:45:00,email,true
CUST-000333-2791,"Aug 10, 2024",poland,3371.05,74.0,,renewal at risk,free,63,2026-01-03 10:24:00,referral,true
CUST-000334-6816,2023-06-26,PL,,69.5,,needs onboarding call,pro,41,2024-04-19 04:30:00,email,false
CUST-000335-2300,10/09/2023,PL,3509.08,87.3,,follow up next quarter,pro,22,2025-02-28 06:42:00,paid,true
CUST-000336-4338,2024-12-28,US,3888.56,62.0,,expansion opportunity,enterprise,61,2026-07-24 12:18:00,social,false
CUST-000337-8819,"Feb 06, 2023",UA,4473.72,57.7,,follow up next quarter,free,74,2023-07-07 23:39:00,organic,false
CUST-000338-9530,2023-03-03,PL,1598.18,63.3,,follow up next quarter,pro,44,2024-07-31 01:21:00,social,true
CUST-000339-1294,2024-07-05,PL,2673.52,72.7,,follow up next quarter,pro,67,2025-01-07 10:54:00,referral,true
CUST-000340-4372,"Jan 31, 2024",PL,4098.20,67.7,,needs onboarding call,free,62,2025-05-03 02:08:00,referral,true
CUST-000341-2014,27/09/2023,PL,4237.31,79.1,,high-value lead,trial,66,2025-04-14 02:46:00,paid,false
CUST-000342-1892,2024-12-20,PL,4694.87,86.2,ivan342@corp.io,needs onboarding call,pro,65,2025-03-24 07:42:00,organic,true
CUST-000343-2282,2024-10-19,PL,1447.08,81.1,tom343@corp.io,expansion opportunity,pro,54,2025-06-27 13:23:00,paid,false
CUST-000344-1208,02/01/2024,PL,1583.96,76.7,,high-value lead,pro,51,2024-12-05 03:45:00,paid,true
CUST-000345-7260,2023-04-21,US,3386.71,60.0,,needs onboarding call,pro,52,2023-10-06 05:40:00,social,true
CUST-000346-1148,2023-12-11,PL,39.15,64.9,,needs onboarding call,free,68,2024-02-22 17:46:00,paid,true
CUST-000347-3460,19/03/2024,US,640.99,66.2,,needs onboarding call,enterprise,55,2024-05-06 19:44:00,email,false
CUST-000348-1409,2023-09-20,US,4389.59,63.7,,champion in finance team,enterprise,18,2023-10-27 08:13:00,social,true
CUST-000349-3099,20/04/2024,DE,1974.29,81.8,,needs onboarding call,trial,30,2024-11-24 03:36:00,email,true
CUST-000350-6817,16/10/2024,UA,2724.60,72.5,,expansion opportunity,pro,27,2025-11-05 09:40:00,referral,false
CUST-000351-3221,2023-04-22,US,612.36,66.0,,champion in finance team,trial,21,2024-06-01 13:09:00,social,true
CUST-000352-1577,2024-01-04,pl ,N/A,62.9,kasia352@mail.test,needs onboarding call,free,27,2025-01-01 15:59:00,paid,true
CUST-000353-2781,2023-01-07,US,3768.66,64.3,,renewal at risk,pro,55,2024-01-02 04:47:00,referral,true
CUST-000354-1128,17/06/2023,UA,1058.28,61.3,,needs onboarding call,free,35,2023-10-02 17:49:00,organic,true
CUST-000355-2162,"Jan 08, 2024",PL,3498.29,65.3,,follow up next quarter,free,60,2025-03-15 00:20:00,referral,false
CUST-000356-6579,2024-02-20,DE,846.44,67.6,,expansion opportunity,pro,24,2024-11-28 06:10:00,social,true
CUST-000357-3933,"May 30, 2024",PL,N/A,66.1,,expansion opportunity,trial,27,2025-08-31 16:07:00,paid,true
CUST-000358-9438,06/10/2024,PL,869.92,68.8,kasia358@corp.io,expansion opportunity,free,34,2026-05-13 21:34:00,referral,false
CUST-000359-2875,"Feb 16, 2024",UA,3972.56,64.1,,needs onboarding call,free,49,2024-07-18 07:50:00,social,true
CUST-000360-7668,2024-12-19,UA,4826.83,82.7,tom360@mail.test,follow up next quarter,pro,23,2026-06-10 21:10:00,paid,true
CUST-000361-2395,24/02/2024,DE,4143.94,77.7,,expansion opportunity,enterprise,51,2025-05-04 23:47:00,social,true
CUST-000362-6385,"Feb 19, 2024",PL,1438.98,71.3,,champion in finance team,free,20,2024-03-28 18:02:00,referral,true
CUST-000363-8555,03/07/2024,PL,3407.62,72.5,,needs onboarding call,free,27,2025-09-15 21:16:00,organic,true
CUST-000364-6607,09/06/2024,UA,1607.27,74.8,,champion in finance team,enterprise,54,2025-09-07 14:31:00,paid,true
CUST-000365-8615,2023-12-15,UA,3034.66,60.2,,expansion opportunity,pro,66,2025-07-23 16:35:00,email,true
CUST-000366-5219,24/02/2024,DE,1465.20,73.9,,follow up next quarter,trial,44,2024-06-13 08:43:00,email,true
CUST-000367-9612,2024-05-02,UA,2258.08,69.2,lena367@example.com,follow up next quarter,pro,45,2025-09-19 23:27:00,social,true
CUST-000368-3842,20/05/2024,PL,819.82,68.7,,renewal at risk,trial,66,2024-06-11 11:23:00,organic,true
CUST-000369-3740,26/08/2024,DE,181.70,82.9,,expansion opportunity,free,46,2025-02-09 05:41:00,referral,true
CUST-000370-1107,"Aug 02, 2024",UA,1422.62,77.7,,high-value lead,free,55,2025-03-09 00:59:00,paid,true
CUST-000371-1688,2023-07-18,DE,1264.51,68.6,,renewal at risk,enterprise,35,2024-12-18 06:45:00,organic,false
CUST-000372-4117,2024-08-17,UA,4226.61,85.0,,follow up next quarter,pro,68,2025-06-03 02:41:00,email,true
CUST-000373-9508,09/06/2024,UA,1525.65,73.6,,renewal at risk,enterprise,58,2024-08-13 20:14:00,referral,true
CUST-000374-3311,"Nov 14, 2024",US,3451.05,71.4,,follow up next quarter,pro,67,2025-12-29 18:26:00,organic,false
CUST-000375-2765,10/02/2024,UA,3279.78,69.7,,follow up next quarter,trial,47,2025-09-29 13:53:00,organic,true
CUST-000376-1219,13/05/2023,DE,126.79,71.3,ivan376@example.com,high-value lead,pro,20,2024-08-14 14:25:00,organic,false
CUST-000377-8926,"May 01, 2024",PL,,61.8,,needs onboarding call,free,29,2024-09-29 15:23:00,email,true
CUST-000378-5008,18/08/2024,DE,4837.86,70.1,,expansion opportunity,enterprise,44,2025-08-09 11:42:00,referral,true
CUST-000379-9115,2024-11-29,DE,3485.71,63.6,ivan379@mail.test,high-value lead,free,30,2025-05-14 02:52:00,referral,false
CUST-000380-5222,10/05/2024,DE,1000.19,62.3,tom380@mail.test,champion in finance team,enterprise,21,2024-11-24 22:33:00,referral,true
CUST-000381-7332,2023-12-29,PL,2972.01,74.3,,champion in finance team,pro,33,2024-06-08 18:30:00,email,false
CUST-000382-5470,"May 05, 2023",US,1912.53,66.9,,high-value lead,enterprise,67,2023-11-13 06:25:00,email,true
CUST-000383-4969,"Jun 23, 2024",PL,3073.20,75.7,tom383@mail.test,expansion opportunity,trial,18,2024-11-17 04:05:00,social,true
CUST-000384-1059,2023-08-04,poland,3958.97,67.2,,high-value lead,trial,32,2024-07-17 08:34:00,social,true
CUST-000385-3096,08/02/2023,PL,1378.90,67.2,,needs onboarding call,trial,62,2024-08-01 12:12:00,email,true
CUST-000386-6074,"Feb 07, 2023",DE,N/A,78.5,,expansion opportunity,enterprise,58,2023-11-12 20:07:00,social,false
CUST-000387-9264,2023-04-24,DE,1377.20,57.4,,champion in finance team,pro,45,2023-12-26 06:04:00,social,true
CUST-000388-9866,22/11/2024,PL,4620.87,58.3,,follow up next quarter,free,29,2026-01-21 15:27:00,social,true
CUST-000389-9620,2023-08-28,PL,N/A,69.9,,high-value lead,trial,59,2024-11-26 11:42:00,social,false
CUST-000390-6069,"Jul 17, 2023",PL,3651.26,70.8,,renewal at risk,trial,21,2024-04-16 11:10:00,paid,false
CUST-000391-2058,2023-01-16,POL,2859.70,78.6,,high-value lead,free,40,2024-09-05 10:22:00,paid,true
CUST-000392-5165,2024-11-24,UA,1006.28,71.5,,needs onboarding call,enterprise,60,2026-04-02 20:35:00,referral,true
CUST-000393-4079,"Oct 30, 2023",US,3514.75,65.3,,follow up next quarter,pro,48,2023-12-06 15:23:00,social,true
CUST-000394-9080,"Jan 05, 2023",DE,4731.49,78.1,alex394@corp.io,champion in finance team,pro,51,2023-02-25 22:10:00,organic,false
CUST-000395-1471,"Oct 04, 2023",DE,3736.99,87.1,,needs onboarding call,enterprise,51,2025-03-12 05:32:00,organic,true
CUST-000396-7554,2023-06-02,PL,4531.91,72.8,,renewal at risk,enterprise,37,2024-10-03 03:57:00,paid,false
CUST-000397-1231,05/11/2024,DE,3643.40,70.0,anna397@mail.test,needs onboarding call,enterprise,48,2026-02-08 05:48:00,social,false
CUST-000398-5310,"Aug 17, 2023",UA,505.42,75.8,,expansion opportunity,free,18,2023-09-16 20:00:00,referral,false
